disease,description,precautions
hepatitis c,"inflammation of the liver due to the hepatitis c virus (hcv), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. the damage hepatitis c does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication"
hepatitis c,"inflammation of the liver due to the hepatitis c virus (hcv), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. the damage hepatitis c does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication"
hepatitis c,"inflammation of the liver due to the hepatitis c virus (hcv), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. the damage hepatitis c does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication"
hepatitis c,"inflammation of the liver due to the hepatitis c virus (hcv), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. the damage hepatitis c does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication"
hepatitis c,"inflammation of the liver due to the hepatitis c virus (hcv), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. the damage hepatitis c does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication"
hepatitis c,"inflammation of the liver due to the hepatitis c virus (hcv), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. the damage hepatitis c does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication"
hepatitis c,"inflammation of the liver due to the hepatitis c virus (hcv), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. the damage hepatitis c does to the liver can lead to cirrhosis and its complications as well as cancer.","Consult nearest hospital, vaccination, eat healthy, medication"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis d,"hepatitis d, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. this swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. the condition is caused by the hepatitis d virus (hdv).","consult doctor, medication, eat healthy, follow up"
hepatitis e,a rare form of liver inflammation caused by infection with the hepatitis e virus (hev). it is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. hepatitis e does not cause chronic liver disease.,"stop alcohol consumption, rest, consult doctor, medication"
hepatitis e,a rare form of liver inflammation caused by infection with the hepatitis e virus (hev). it is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. hepatitis e does not cause chronic liver disease.,"stop alcohol consumption, rest, consult doctor, medication"
